Comment,Score
"Шла в кино на него по принципу наименьшего зла, ожидала увидеть типичный космический проходняк. В итоге - восторг! Это один из лучших фильмов за прошедший год, коими он не богат, увы. Казалось бы, кино очень типичное и предсказуемое, клише на клише и клише погоняет, но всё это слеплено настолько грамотно, что недостатков не хочется даже пытаться искать. Да, починка ядерного реактора с помощью скотча и такой-то материи - дичайшая нелепость, но даже на это хочется закрыть глаза. Фильм выполняет свои основные функции, что за современными творениями кинематографа нынче редко водится: 1) он развлекает, 2) он заставляет переживать за персонажей. 9/10.",9
"Замечательный фильм. Посмотрел и что-то теплее стало, радостнее, что ли. На определенные мысли наводит и бытовые проблемы такими мелочными кажутся.",10
"Отличный фильм. Смесь фантастики и мелодрамы, подходит для просмотра как мужчинам так и женщинам, как говорится на разные вкусы. Посмотрела фильм в с удовольствием.  СпойлерВесь фильм было ожидание развития сюжета жизни, например, дети или что разбудят акушерку для родов, но ничего дальше постройки дома и посадки дерева так и не сдвинулось с места. Фильму 5, за хороший фантастический сюжет.",10
"Предпочел бы увидеть сей фильм в варианте от Достоевского. С продолжением сюжета когда появятся дети и когда разбудят еще народ. Кто ищет развлечений 4/5. Кто ищет правдоподобных историй - хотя бы развлечетесь). А так согласен - для времяпровождения с девушкой вполне подходит, в этом варианте 5/5.",10
" СпойлерБанально не банально, куча знатоков я смотрю, крутой кин и суть тут не в романтике, а в том, что он и хоть разбудил её, а ситуация не изменилась бы, все равно корабль распадался и все бы так и так сдохли, а тут логика в том, что он собой пожертвовал ради всех.",7
"Сходили с женой в кинотеатр. Она не любит фантастику, но такое кино ей по вкусу. Был сюжет, интрига, очень живенько и любофф. Рекомендую: сходите в кино с любимой(ым) - не пожалеете.",10
"Фильм интересный, напряженный с элементами драматизма и романтики. Однако его описание не совсем соответствует действительности: капсула одного из героев - Авроры была открыта самим Джеймсом -вторым пассажиром на борту, проснувшимся из-за сбоя в работе космического корабля Авалон. Кроме того, судя по содержанию фильма, не такие уж и тяжелые условия были на этом корабле: все за них делали роботы: и готовили, и убирали. Все на Авалоне автоматизировано и работает без особого вмешательства человека. Лишь неполадки в корабле пришлось устранять вручную. Все остальное - как по маслу. Один раз фильм посмотреть стоит, но особо не зацепил. Так что 4 из 5 звезд.",8
"Ну очень сильно экономили на актерах, фильм из двух актеров, хотя бы развили хорошенько сюжет.  СпойлерПрилетели бы на планету какую-нибудь по дороге, нашли бы чего-нить интересного, увеличили интерес.  Народ, нудятина полная, банальность на банальности все стандартно. 2 из 5 и только за красивый корабль.",4
"В последнее время мне очень трудно найти хороший фильм для просмотра. Но этот меня удивил. Как одиночество и тяга ко всему человечному, сподвигает мужика на очень эгоистичный поступок, но тем самым делает интересным сюжет. Любовь, космос, кофе, секс. Мне понравился.",8
"Тут много говорили о логике поступков о спецэффектах, сравнивали с другими картинами. Предсказуем фильм или нет, дело не в этом. А в том, что создатели фильма попали в точку и в общем-то нашу жизнь можно сравнить с таким вот одиночным полётом во вселенной. Где ты часто совершаешь необдуманные поступки, ищешь себя, ищешь кого-то во тьме и не факт что находишь. Мы приходим в этот мир одни и уходим одни. Прекрасно если есть тот, кто разделяет с тобой это путешествие. Это великое чудо. Поэтому если можете - разбудите кого-то или позвольте разбудить вас сегодня, сейчас и живите полной жизнью!",8
"Да это нельзя назвать правильным поступком. Но мне кажется, что любой человек оказавшийся в такой ситуации, постепенно начинает терять контроль над собой. В нем начинает сильно расти Эго и разум мутнеет, просыпается инстинкт к самосохранению... В фильме это было показано, как он боролся сам с собой.",7
"Фильм отличный. Давно подобного не видел в современной фантастики. Как мне думается, немного перекликается с романом Кира Булычёва ""13 лет пути"", по внутренним переживаниям ГГ. Не совсем понятно почему эти двое не обзавелись детьми (это же естественно в положении любящей пары)  ...наверное для того, чтобы ещё больше усилить впечатления о жертве, на которую они себя обрекли ради друг друга (помимо отказа от анабиоза).",10
"А мне понравился фильм. Скорее всего ещё раз позже пересмотрю и с сестрой. Актеры в главной роли хорошие). В этом фильме есть всё понемногу - и любовь, и преданность и гуманность к людям.  СпойлерНо всё-таки меня больше поразил их выбор в конце. Что они остались вместе. И жили вдвоем 88 лет или меньше.",7
"Фильм нормальный, но немного странный. Этакий рубаха-парень и очень хороший человек, вдруг забывший все свои жизненные принципы и поступивший в высшей степени гадко, подло и эгоистично, после чего вновь стал рубахой- парнем, который готов пожертвовать жизнью ради совершенно незнакомых ему людей. Как-то это всё нелогично, бредово, что ли. Думаю, что человек поступивший так, как этот парень, никогда бы не стал жертвовать своей жизнью ради других. Ну, в целом, если не слишком в этом копаться и не пытаться найти логику в действиях главных героев, то разок посмотреть можно, но только разок.",6
"Забавная картина. Сюжет может предсказуем и ничем не примечательный, но игра актёров мне ужасно понравилась. Бармен просто милашка, переживала за него во время тряски даже больше, чем за главных героев. Единственное что напрягло, так это странная форма корабля, на которую, то и дело не могло за 120 лет ничего не налететь или врезаться.",7
"Хороший, фантастический, добрый и сильный фильм. Я поклонница Дженнифер Лоуренс, и она молодчинка, умеет передать все чувства на экран, смотрибельная внешность. Фильм стоит того, чтобы тратить на него деньги и время. Вчера я именно это и сделала в кинотеатре. Советую к просмотру!",10
" СпойлерФильм получился чересчур мелодраматичным и весьма шаблонным: влюбленная парочка, у одного из них есть тайна от своей половинки, со временем тайна раскрывается, идиллия сменяется ненавистью, но потом общие перипетии заставляют простить все обиды. Ну и предсказуемая концовка. Все это приправлено космическим антуражем, несколькими моментами дешевого саспенса и идеей одиночества в космосе, так и не раскрытой как следует. Бывают мгновения, когда кажется, что сейчас наконец-то начнется интересное, но я, увы, так и не дождалась ничего оригинального. Этот фильм не для любителей фантастики, космический пейзажей (их всего несколько штук, притом не самых впечатляющих) и непредсказуемых сюжетов. Это в первую очередь мелодрама, а уже потом все остальное. Я ожидала немного другого, поэтому 5 из 10.",5
"Фильм хорош! Не являюсь поклонницей Лоуренс, но сыграла хорошо. Пратт, как обычно, хорош. Картинка супер.  СпойлерЗамысел: он вырвал ее из привычной жизни, разрушил ее мир (точнее планы), но создал их общий, один на двоих. Но почему она в итоге осталась с ним? Безысходность? Не думаю. Все просто: он создал для нее мир. Сценарий норма. Финал отличный. В итоге четверка с плюсом по пятибалльной шкале. До отлично все-таки чего-то не хватило.",8
"В целом фильм хорош для научной фантастики, но не лишен достаточно крупных ляпов,типа слез стекающих по лицу, в условиях отсутствия гравитации, птичек в конце фильма и т.д. Но, учитывая как редки стали научно-фантастические фильмы, можно не принимать все это во внимание. Фильм понравился, пересмотрю еще раз в хорошем качестве, 7/10.",7
"Люблю и драму, и фантастику, и триллер. А здесь ни того, ни другого, ни третьего. Прям не за что зацепиться. На главную интригу - будить или не будить - ушло полторы минуты. Ни одна мысль до конца не развита, все осталось в зачатке. Не успеешь посмеяться - пора плакать. Только за платок возьмешься - вроде как испугаться надо. Потом полминуты на геройство, да две - на ""жили долго и счастливо"". Вот и весь фильм. Всё, больше смотреть фильмы Мортена Тильдума я не буду.",1
"Фильм посвящён очень интересной теме, что мне и заинтересовало его посмотреть. К сожалению, ожидания мои не оправдались, а фильм более представляет из себя третьесортную романтику, нежели хорошую фантастику. Третьесортную - потому что тронуть может лишь тех, кто фильмы американские видит впервые. Сюжет до боли стандартен и предсказуем. И, увы, я всё же придерусь к деталям. Фантастика - это когда всё продумано до мелочей, а не когда нарушаются элементарные законы логики в угоду сюжета, который, как я уже сказал, не представляет большой ценности. Перечислять огрехи не буду, их много. В общем, великим этот фильм точно не станет.",2
"Фильм не о космосе, космос просто декорация, фильм о трудностях одиночества, о выборе, чуть-чуть самопожертвования, чуть-чуть беготни и приключения. Сценарий в принципе не плохой, но как можно было в корабле на 5000 человек иметь одну медицинскую капсулу, сразу видно, что это притянуто за уши и от этого фильм многое теряет. Еще отметилось, что несмотря на то, что главная героиня писательница, чтение не популярное занятие для американцев, даже в робота не додумались загрузить библиотеку, чтобы было о чем поговорить, кроме стандартного набора слов. Фильм на один раз и то на 4-ку, смотреть можно, но бурных эмоций не вызывает.",4
"Видимо, у меня во время просмотра просто не было настроя на всю эту романтическую дребедень. Кстати говоря, это фильм ""Пандорум"", только сам пандорум и монстров занемели любовной линией Пратта и Лоуренс. Эффекты и декорации, конечно, значительно лучше ""Пандорума"", но в последнем было чувство масштабности, создавалось ощущение, что корабль действительно огромный и там можно заблудиться. Тут этого чувства не возникло, хотя корабль то по идеи огромный. Сама любовная линия в принципе хорошая и может зацепить, если смотреть фильм с настроем на неё, а не на поломку корабля и все вытекающие из этого.  СпойлерИ надо же какая удача, что герой Фишборна (лейтенант или кто он там, не помню) просыпается очень кстати, чтобы помочь нашей влюблённой парочке спасти корабль. Без этого то рояля в кустах, корабль бы точно взорвался. А умирает он ещё более удачно, очевидно, чтобы не мешать парочке жить долго и счастливо. В целом фильм хороший и некоторые сцены весьма порадовали, так что 8/10.",8
"Довольно красивая сказка на тему: ""... и умерли в один день"". Вполне смотрибельно, игра актёров особых нареканий не вызывает. Если не придираться к логике повествования и воспринимать всё именно как некую сказку, то фильму можно поставить 9,5 баллов из 10-ти.",9
"Чушь. Если отключить логику, здравый смысл, воображение и совершенно нечем занять свое время - посмотреть можно. Вас ожидает предсказуемый сюжет, разбавленный абсурдным поведением невнятных героев, множество шаблонов и отсутствие реализма - про законы физики забыли, организация полета ""на авось"" - авось за 120 лет ничего не случится и долетим.  СпойлерИ только сломавшаяся капсула спасла 5000 мирно спящих идиотов, отправившихся на таких условиях искать новую жизнь. Других защитных механизмов на корабле не нашлось. То, как герои спасали корабль и финал, вообще добили...  При просмотре остро чувствовалось, что сценаристу было очень лень думать. Единственное, что порадовало - это работа дизайнеров - молодцы.",3
"Ожидал худшего из-за отзывов своих товарищей, кто смотрел этот фильм в кинотеатре. Посмотрев сам, могу сказать, что они не правы. Если убрать несколько пафосных сцен и глупых нестыковок, то фильму можно поставить 8 из 10 (по современным меркам). Автор ставит несколько моральных вопросов перед зрителем, как бы вы поступили, окажись на месте главного героя в безысходном одиночестве до конца жизни? А на месте главной героини? Также автор делает позитивный посыл и выход из нашей реальности. Ведь мы (жители Земли) - это и есть Пассажиры, летящие через пространство и время куда-то (не факт, что к новой Обители). Большинство из нас проводят этот полет в анабиозе, и так и умирают не познав истинной цели жизни - найти себя в любви к другому человеку, служению всему обществу и счастливой жизни в гармонии с природой.P.S. Не понравилось, что в обществе будущего по-прежнему сохраняется кастовая структура (""золотые браслеты""), инженера по-прежнему люди более низкого сорта, чем интеллигенция.",8
"Очень нудное и долгое начало, слишком много акцентирования сначала на одиночестве, потом на любви, поцелуях и пр. Динамичные события начинают происходить только после часа фильма. За начало и середину 5/10, за вторую половину фильма и за идею 10/10.",5
"Не знаю по какой причине столько неудовлетворительных комментариев, фильм мне понравился гораздо больше, нежели реально скучный ""Интерстеллар"" и явно по сюжету превосходит ""Марсианина"". Хотя, конечно, никаких революционных идей в фильме нет, тематика довольно распространена в научной фантастике, тем не менее фильм снят качественно и затянул меня от начала до конца. В общем, кратко сюжет отражён в описании к фильму. Добавлять ничего не стоит, он прост, но способен вызвать много эмоций. Главный герой оказался действительно в очень тяжёлой ситуации. Сама ситуация может показаться ляпом, мол, как это так, на корабле нет дежурного экипажа, который меняется вахтами. Неужели люди настолько готовы доверять технике? Однако, если вспомнить близкий по жанру фильм ""Пандорум"", вахтовое несение службы на корабле, не панацея). Жанр ""мелодрама"" в описании к фильму добавлен, пожалуй, зря... Здесь нет излишних телячьих нежностей, соплей, глубоких сердечных интриг, красивой истории любви. Всё проще и одновременно сложней. Более подходит жанр ""драма"". Единственное о чём я пожалел, этот фильм желательно смотреть в хорошем качестве и идеально со второй половинкой).",7
"Фильм сугубо для девушек. (Надо было написать жанр: фантастика, мелодрама. Возрастное ограничение 16+. Мужикам не смотреть) Ходил в кинотеатр в 3D, ну что сказать... скучно, несколько раз просторы космоса, а в остальном слезливые взаимоотношения.",1
"Смотрел в кинотеатре. Не смотрел трейлер, поэтому не знал о чем фильм. Фильм очень понравился сейчас большое изобилие таких фильмов, например, ""Марсианин"", скажу что меня хватило на 20 минут. Этот же фильм заинтересовал с первых минут, была надежда на то, что герои придумают выход из сложившейся ситуации. Есть философские вопросы в фильме, хотя я уверен, если бы любой парень оказался в такой ситуации, то точно бы так поступил. Героиня с трудом восприняла реальность, но трудности их сплотили. Если бы не сбой на корабле - они бы вообще все погибли. Рекомендую к просмотру! 10+ из 10.",10
"Нормальный фильм. Не хуже ""Гравитации"", и уж тем более ""Марсианина"", который как по мне так слабоват. Суть гораздо интереснее, чем просто ""не могу вернуться на Землю"". Здесь главный герой оказался в куда более сложной ситуации. Его можно понять. Кто бы что не говорил, а я думаю, большинство из нас, возможно, поступило бы так же. Так или иначе есть над чем задуматься. Есть на что посмотреть. И концовка мне тоже понравилась. О каких хэппи-эндах здесь речь? Сложно это назвать счастливым концом, однако поступок Авроры вызывает уважение. И в этом я тоже вижу огромный плюс фильма. Ну и вопрос детей... у меня лично в голове оставил поле для размышления). Тем более что отправить одного в будущее у них был шанс..",6
"Хотелось посмотреть космический фильм, но от космоса остался лишь показанный в начале корабль и пара минут в открытом космосе. Пожалуй, тот же ""Интерстеллар"" показал космос во всей красе. Его переплюнуть трудно. Обидно, что фактически всю идею фильма показали в трейлере. Осталось довольствоваться лишь небольшими новыми мелочами. И на быт ушло 3/4 фильма. А весь накал страстей с аварией показали будто за 5 минут. В общем, фильм больше о возможных технологиях будущего, чем об отношениях людей и их приключениях.",1
"Фильм очень понравился, интересная задумка, шикарная концовка. Я считаю, фильм для любителей мелодрам, так как более романтичный. Советую посмотреть, думаю многим понравится. ",10
"Фильм порадовал! Любовь-морковь и все в таком духе, нелегкий выбор, ужасы одиночества, в общем фильм достойный, 5/5. А что касается миграции и освоения космоса, у американцев в крови походу, везде побывать и все колонизировать...",10
"Хороший фильм, вызывающий теплые положительные эмоции. Смотрится легко, актеры замечательные, съемки масштабные, без лишней тягомотины со всякими ""предательствами"" и ""подставами"". На 10 не дотягивает, но крепкая 8, думаю, вполне заслуженно.",8
"Некоторые отзывы ниже кажутся мне слишком несправедливыми. Только что вернулась из кинотеатра под глубочайшими впечатлениями от просмотра. Не совру сказав, что это лучший фильм, что я видела в этом году. Мне хватило и напряжения, и драмы. А насколько красиво представлен космос, галактика, невесомость, просто дух захватывает! ""Земля - всего лишь колыбель для человечества"", мы начнем миграцию на другие планеты, через век или века... Кто умеет думать и рассуждать, тот наверняка уловит посыл данной кинокартины. Как по мне, великолепно! 10/10.",10
"Смотрела в кинотеатре. Ни мне ни моим друзьям фильм вообще не понравился. Откровенно скучно, когда интрига закручена вокруг вопроса кто кого разбудил. Ожидала увидеть фантастику, а нарвалась на скучную драму, интересно началось только с половины фильма, когда все началось рушиться. Сюжет так себе, не цепляет. Фильму троечка.",6
"Можно посмотреть только один раз. Больше похоже на мелодраму, оценка 2/5. Если бы не было Дженнифер Лоуренс, я бы не посмотрел. В целом не плохо, но слишком много ляпов в физике.",4
"Фильмы где в конце главные герои умирают, является просто ошибкой сценариста, когда он пишет сценарий и оказывается в тупике, а потом предлагает изношенную банальщину, где кто-то погибает ради геройства, ""Титаник"", ""Армагеддон"", а зрители думают что это так задумано. Замысел, идея, как изношенные порванные носки, даже на два балла не тянет, сам сюжет не плохой, снято неплохо, технологии и всё такое, на 8-9 из десяти.",8
"Думаю из этого можно было бы сделать неплохой ужастик, я по началу трейлера подумал, что так и будет. Они только вдвоём живые, вокруг только роботы, начинаются какие-то сбои в системе, ну а дальше додумывать уже дело сценаристов...? А так круто, очередной фильм такого уровня после ""Марсианина"".",7
"Цитата: Rob777хотя мотивы киборга не понятны. СпойлерКак раз мотивы понятны - Джеймс подтвердил, что между ним и Авророй нет секретов, а Артур воспринял по программе - поверил. Я ждала этот фильм, но губу сильно не раскатывала, и правильно делала. Я ожидала историю любви в фантастическом антураже, который не даст заскучать, с одной из любимых актрис в главной роли, плюс возможно поводы задуматься. Дженнифер не подкачала, скучно тоже не было, да и поводы задуматься там можно найти, хотя меня сильно не задело.  СпойлерФантастическая составляющая прикольная, хотя меня тоже удивила огнеупорная дверь. Вообще по окончанию фильма в голове одно слово: ""миленько"". Любовная линия показалась невразумительной. Да, все их чувства можно понять, но особо не хочется называть это любовью. В принципе я ожидала, что в любовной линии я не найду особо ничего для себя. В целом фильм прикольный, миленький, возможно кто-то найдет здесь для себя что-то и даже захочет пересмотреть, чтобы глубже что-то понять/прочувствовать. Для меня фильм на один раз, возможно пересмотрю, если вдруг появится желание посмотреть на Дженнифер, хотя вряд ли. Кстати, визуальная составляющая здесь неплоха.",6
"Кино про одиночество. Кино про эгоиста. Если эти чувства вам незнакомы, то возможно этот фильм стоит посмотреть и узнать, как бы вы поступили в той ситуации. Мне понравилось. ",7
"Народ, вы что, на приколе? Какие 6 баллов, я бы этому фильму и 3 не поставил, если бы не Дженнифер.  СпойлерКакой сюжет? Просыпается чувак инженер, и вместо того чтобы искать причину поломки он бухает. Целый год! Гениально! Ему становится скучно бухать, и он будит себе подругу, с которой бухает еще год. Вообще сюжет огонь! Лоуренс Фишборн проснулся под конец фильма, какого чёрта? Чтобы покашлять 5 минут и скопытится... сценаристы там вообще в сосну врубились на высокой скорости, что ли? Вообще, посмотрел фильм и осталось чувство, что меня снова надули. 3 балла, максимум.",6
"Фильм интересный, но на один раз. Немного скучноват, конечно, но любителям фантастики и любовных включений вполне подойдет. Не самый плохой фильм.",6
"Посмотрел с удовольствием, хороший сюжет, фантастические плюшки, спецэффекты, игра актёров - всё на уровне + чудесная история о любви. Смотрится легко, позитивные эмоции гарантированы. Рекомендую.",10
Фильм заставляет задуматься над сложными вопросами и хотя сам он напоминает самую обычную фантастику многое цепляет и не даёт спать ночами. С новым годом!,9
"Фильм не плох, по моей оценке где-то 6,5 из 10. Вроде бы и не 6, но и до 7 не дотягивает. Многие моменты очень шаблонные, очевидные пути сценария и это не напрягает при просмотре, но немного разочаровывает. Однако за что стоит отдать должное так это за масштабы! Масштабы в плане корабля прям круто! Про игру актеров вообще молчу - она мягко говоря так себе. А вообще главных героев не стоит жалеть...  СпойлерЯ бы тоже не прочь так жизнь скоротать - жить с любимым человеком, не надо думать о куче вещей: о заработке денег, о жилье, нет налогов и кучи законов и т.д., а есть только огромное количество времени на долгую и счастливую жизнь!",6
"На разок хороший фильм. Слишком шаблонный и предсказуемый. Даже фрагмент, что троса не хватит рассмешил - заезженно уже в фильмах. Игра актеров на троечку. Первоначально думал, что фильм снят по рассказу Андрея Ливадного ""Потерянная"", но увы - все примитивнее и более скучно. Однако, снято красиво.",6
"Фильм понравился. Пересматривал несколько раз. Актеры не самые мои любимые, но выложились хорошо. Присутствует и драма и моральная дилемма и неплохая любовная линия. Экшона в меру. Он здесь и не нужен. Это больше созерцательный фильм, дающий пищу для размышлений. Тема одиночества, к моему большому сожалению мало раскрыта. Но фильм ограничен хронометражом. Юмора маловато. Были моменты на которых мне в голову приходили хорошие шутки. Жаль, создатели упустили эти возможности. Было бы отличное подспорье к характеру героев.Музыкальное сопровождение средненькое. Что-то в стиле Ramin Djawadi – Violent Delights подошло бы гораздо лучше. КонцовкаКонцовка мне не понравилась. Смазано этим обязательным хеппи эндом. Если бы реанимационные процедуры не дали результата, а камера отъезжала бы от Авроры, затем сменилась планом удаляющегося в пучины космоса корабля - история получилась бы гораздо сильнее. ОшибкиКонечно же, не обошлось и без ляпов в физике. К примеру, гравитация создается вращением, а значит не может выключаться так резко. Скафандры удивительно огнеупорные. Смертельные перегрузки, оказывается, не такие уж смертельные. Закон сохранения импульса весьма необычен в этой вселенной. Столкновение с астероидом на скорости 50% от световой не приводит к испарению корабля. И там еще по мелочи: вода, например. Короче, надо было нанять нормального консультанта по физике, что ли. Ну и без сюжетных ошибок тоже не обошлось. Неужели на всем корабле только один автодок? А что если массовое отравление или драка с большим количеством пострадавших? Короче, косяк. Далее - в полете никто не наблюдает за состоянием корабля, хотя бы даже на время просыпаясь. Любой сбой, любая нештатка, пропущенные системой приведут к накоплению ошибок и, возможно, завалят всю миссию. Компьютерная система с одной стороны очень сильная - один Артур чего стоит, но с другой стороны крайне непродуманная - нет дублирования. Резервные системы не могут вытянуть функции основной.Но все ошибки можно простить за хорошую идею, а она в фильме определенно присутствует.",10
"Очень понравился, масштабный фильм, широко снят, и, как говорится, - человеческий фактор никто не отменял. Смотреть однозначно стоит, рекомендую. 9/10.",9
"Хорошие фильмы редко выходят сейчас, и после просмотра даже отзывы оставлять лень, вот правда. Но у меня такой уж принцип, если я что-то и смотрю, то высказываюсь об увиденном, чтобы не было зря потрачено время другими, да и для писательского скилла полезно. Так про фильм. Он по сути ни о чем - в плане нет ничего нового, или внезапного, или какой-то интересной идеи. Все старо как мир - люди, космос, и длинный перелет, в котором может случиться что угодно. Оно и случилось.  СпойлерИ чтобы не куковать одному, герой решился на смелый и дальновидный шаг. Который впрочем спас корабль и кучу народу на нем. Так что нет худа без добра. Все остались живы (кроме гг, которые умерли от старости) и слава богу. Динамика в фильме есть только в середине, и то секунд на 10, все прочее - философия, лирика и мелодрама. Вообще сделать кино держащееся на 2-х героях - это смелый шаг. Не каждый на него решится. Тут нужны сильные актеры и внятный сценарий. И актеры тут - то, что надо: Криса Пратта я знаю и уважаю еще со СГ, а Лоуренс с фееричных ГИ. А вот сценарий вышел на троечку, поэтому фильм и получился так себе, без особой нагрузки на мозг и на глаз. Но и на этом спасибо. Ведь многое что сейчас выходит смотреть невозможно от слово ""совсем"". ",3
